Date,Rating,Review,Vehicle Name,Miles Driven on Tires,Driving Conditions,Location,Driving Style
"February 11, 2009",3.5,"These tires are on my restored Challenger, so they'll never see snowy conditions. Also, it's tough to get a real feel for steering responsiveness, the power steering is over powered. But as a final word on these tires, they look great on a classic, they are really quite, traction is fine for the drive style of the car and with the 70 series side wall there's plenty of comfort. I've been an extremely satisfied  customer for over 10 years and will keep on buying these tires for years to come.",1973 Dodge Challenger ,"3,500 Miles",Mostly Highway,"MONTVALE, NJ",Spirited
"February 10, 2009",4.0,Replaced Firestone Affinities.  These have better grip and responsiveness.  A great deal and very happy with improved performance (what little ther is with a Malibu).  Very happy with replacement.,1999 Chevrolet Malibu ,"2,000 Miles",Combined Highway/City,"Reston, VA",Average
"January 30, 2009",2.0,I just changed out these tires off of my Mustang and they are over-rated. They are an average tire but aren't meant for any type of sports car. The tires wear way to fast and offer no high end performance.,2007 Ford Mustang Coupe,"36,000 Miles",Mostly Highway,"Live Oak, FL",Spirited
"January 24, 2009",4.0,I have had this tire on my '81 chevy pick-up for 90000km and they have been an exclent tire right from the get go.,1981 Chevrolet C10 2wd Pick-up ,"90,000 Miles",Mostly Highway,"Paris, ON",Average
"January 23, 2009",4.0,"This is a sick Summer tire! Awesome traction on dry and wet roads. The best way to describe it is being glued to the road. The tires also do good in mud, but they ---- in snow and on snowy roads. I drive a GMC Jimmy and with these tires it handles lick a sports car. I can take 30 mph rated corners at 50 with no problems at all. I love these tires and would definately get them again. The larger size fits perfect on the Jimmy and look amazing! i really like the wider stance it gives the vehicle's appearance. I would absolutely recommend these to anyone who wants performance but can't afford spending a ton on tires.",1997 GMC Jimmy 4wd 4dr ,"75,000 Miles",Combined Highway/City,"Lowville, NY",Spirited
"January 09, 2009",2.5,the tires lasted a long long time  cost to high to get,2005 Toyota Matrix XR ,"45,000 Miles",Combined Highway/City,"spirit lake , id",Average
"December 19, 2008",5.0,"I installed 285/60/16's on my Durango. Great tire. At 10000 miles, can hardly see any wear. Dry & wet traction is superb. Cornering is excellent. Balancing was no problem. I reccommend these tires for all.",2002 Dodge Durango 2wd ,"10,000 Miles",Combined Highway/City,"Round Rock, TX",Spirited
"November 13, 2008",3.5,I usually run 275 50 series but stepped up to the 60 for a taller tire to lower rpms on the. My car is hopped up and runs 12 flat. I use these for daily driving they are GREAT in the rain.,1987 Buick Grand National ,100 Miles,Combined Highway/City,"gpt, ms",Spirited
"November 12, 2008",3.0,"These tires were okay to start with (the vehicle came with these).  They look retro which is cool, but they preform retro as well.  For regular driving they were fine.  For racing they were a bit unpredictable.  They would brake loose with little warning but were genrally easy to recover with.  I found them to be soft riding, but for the type of tire they are, they were a bit on the loud side.   They stood up well to the abuse I put them through.  I switched to a wider firestone tire on the same vehicle.  The firestone was significantly better in every way, on and off the track.  I would not recomend these tires.",1979 Chevrolet Corvette ,"5,000 Miles",Track/Autocross,"Hamilton, ON",Spirited
"October 25, 2008",3.0,"Not the best ""performance"" tire on the market but it is hard to argue with their ""good looks"" from a hot-rodders point of view. These tires are a staple, just like flowmaster mufflers when it comes to muscle cars.",1972 Chevrolet Nova SS ,"20,000 Miles",Combined Highway/City,"Sedro Woolley, WA",Spirited
"October 19, 2008",4.5,Outstanding tire!!!! If you are putting these on a C3 vette you will have to move your E-Brake cables inward to get clearance on the rear.,1973 Chevrolet Corvette ,500 Miles,Combined Highway/City,"VALLEY VIEW, OH",Average
"September 19, 2008",4.0,Very good tire!,1987 Nissan Pick-up 2wd ,500 Miles,Combined Highway/City,"MONROVIA, CA",Average
"April 14, 2008",4.5,we just got through a rough cleveland winter at times there were up to 4in of snow and these tires handled beautifully,1996 Chevrolet Beretta Z26 ,"20,000 Miles",Combined Highway/City,"Cleveland, OH",Spirited
"August 29, 2008",4.0,THese were the tires that came with my Tempest when purchased; a set of 245/60R15's in the rear and 215/60R15's in the front. ,1965 Pontiac Tempest GTO ,"30,000 Miles",Mostly Highway,"Big Rock, IL",Spirited
"August 04, 2008",4.5,"I was running bfgoodrich radial long trails, and they ----ed. i can take coners wi these at fifty, that caused the old ones to squeal and slide at under forty. i cannot get these tires to slip. twist and turns on wet roads at higher than average speeds proved no problem for these. i strongly believe that my jimmy would sooner flip than the tires slide, even on wet roads. i took them through ditches on soaking wet grass up hills, up 90 dergree inclines in two wheel drive. great all around tire. i wll definately buy these again. I have only had these tires for a short time, but i have driven them super hard to get an idea of what they can handle, and what the limtis are. So far, they have been able to hamdle anything i could think to throw at them.",1997 GMC Jimmy 4wd 4dr ,300 Miles,Combined Highway/City,"Lowville, NY",Spirited
"July 19, 2008",5.0,"Fabulous tires, I can drive safely in the rain, amazing look , my next set of tires, another Radial T/A",1983 Datsun 280ZX ,"12,434 Miles",Mostly City,"Laredo, Tx",Average
"July 18, 2008",4.5,Excellant tire and service thank you job well done,1989 Chevrolet Cavalier Z24 ,0 Miles,Combined Highway/City,"Malad city, Id",Average
"July 07, 2008",4.0,I love these tires on 2wd trucks they ride good handle good and wet traction is good.  Mud traction is good as well as snow traction.  If you buy them you will be pleased with the bang for your buck.,1981 Chevrolet C10 2wd Pick-up ,"35,000 Miles",Combined Highway/City,"kimberling city, mo",Average
"June 11, 2008",3.5,if you dont drive like me and go through two back tiers a month from burnouts youll love these tiers if you have a nice ride.,1984 Chevrolet C10 2wd Pick-up ,"3,000 Miles",Combined Highway/City,"mundelein, il",Spirited
"June 11, 2008",5.0,"This is the 3rd set of these tires I've installed on my truck.  I get approx 29K out of them before replacement, which is not bad for a truck of this weight.  I'll continue buying them as long as Goodrich makes them.  I've also used this same tire on other vehicles and have been extremely satisfied with them in these applications.",1999 Dodge Dakota 2wd ,"27,000 Miles",Combined Highway/City,"Cary, NC",Average
"June 04, 2008",3.5,"All of my friends had used the Radial T/A's on their muscle cars so I thought I would give them a shot.  Price was also a factor.  I was not disappointed.  For the price, these tires can't be beat.  I have not been able to overdrive them in the twistys and they do well on the straight, although they are no drag radial.  Wet traction is acceptable.  Tread wear is unbelievable.  I have not been nice to these tires but they just won't wear down.",1988 Ford Mustang Standard Model,"30,000 Miles",Combined Highway/City,"evansville, in",Spirited
"June 01, 2008",4.5,"I bought my 03 neon with the BF Goodrich tire size 205/60 R15. I think these tires are great, I never had any problems with them at all. I REALLY recommend this tire to anyone,I actually bought more of these tires. Hey alittle 43,000 mileson these tires cant beat at all.",2003 Dodge Neon SXT ,"43,000 Miles",Combined Highway/City,"Florida, NY",Average
"May 11, 2008",5.0,These tires are GREAT!!!! I was being stupid the other day and while it was raining I tried to beat a light by were i live and made a right hand turn and with 50% tread I DIDNT SLIDE AT ALL HAD ALL MY TRACTION!!! These are great and i would buy again!!! The off road traction on these is horrible but the fuel econ compaired to others is GREAT!!!,1991 Ford Ranger 2wd ,"50,000 Miles",Combined Highway/City,"North Port, FL",Average
"April 18, 2008",3.0,"This tire won't quit!  I've put about 80k miles on them and every year I say ""I'm going to have to get new tires soon"" but never have to because they still have tread left on them.  I rotate them every 6,000 miles (every other oil change) and have never had them rebalanced.  They are starting to wobble now at higher speeds, but I will just deal with it until I replace them.  I do a little bit of off-roading a couple of times a year and usually pay for it by getting stuck on wet uphills.  The only issue I have with them is that they have NO traction when accelerating in wet or even slightly snowy conditions.  I have spun them numerous times without even trying to when the road is wet (and numerous times actually trying to spin them too :)  The issue may be with the diameter though since my truck has a lot of torque and tiny 14"" wheels plus it is only 2-wheel drive.  If you primarily drive on dry roads and ROTATE YOUR TIRES REGULARLY then this tire will last forever and be a great performer for you.",1997 Mazda B-Series 2wd ,"80,000 Miles",Combined Highway/City,"Hagerstown, MD",Average
"March 23, 2008",4.5,"I'v Had These Tires for quite awhile. i live in pa were we get lots of snow. just the other night 5"" of snow overnight. these tires get me threw the winter very well. Bfgood riches work wonders with my AWD system. very impressed with control during rain, and light snow. during the summer these tires are excellent during speed and control. i buy these tires for all my vehicles. 1992 subaru loyale,1978 chevrolet Nova, & 1989 subaru XT6. i will buy these tires again. as soon as these ones are done",1989 Subaru XT6 ,"10,000 Miles",Mostly City,"Franklin, Pa",Spirited
"March 21, 2008",4.5,"The BFG Radial T/A's are great tires.  I currently have 5k on them and I am very satisfied.  I live in Southern California, so I don't have experience with them in the snow.  In dry conditions, the tires grip like -------- and never slip.  These tires have excellent traction in the rain as I have not experienced a hydroplane yet.  The tread is nice and tall so I wouldn't be surprised to get at least 60k in these.  The T/A's are also great for burnouts; I spin these tires often and they smoke rather easily.  I tend to drive on the spirited side and I will have to say that these tires hang great in the turns.  I've taken several sharp turns in the 40-50-60 mph range and they grip extremely well.  I would definitely recommend these tires to anyone looking for excellent grip and traction in dry/wet conditions.  I would surely purchase these tires again.",1997 BMW 528i ,"5,000 Miles",Combined Highway/City,"La Jolla, Ca",Spirited
